Customer_Id,Product_Id,Transaction Type,Category,Amount (in dollars),Purchase Date,Payment Mode
CUST3668,5169,Retail Shopping,Finance & Banking,226590.0,2025-03-20,Wire Transfer
CUST2365,2434,BNP Usage,Fashion & Clothing,366491.0,2024-09-01,Debit Card
CUST3640,1152,BNP Usage,Subscription & Promotions,191264.0,2024-09-25,Pay Transfer
CUST2668,6119,Retail Shopping,Real Estate,6198.0,2025-02-09,Pay Transfer
ORG_US_062,6757,BNP Usage,Finance & Banking,89112.0,2024-05-03,Debit Card
CUST3408,9269,Real Estate Booking,Fashion & Clothing,343932.0,2024-04-02,Credit Card
CUST2988,4405,Retail Shopping,Finance & Banking,181207.0,2024-02-13,Credit Card
CUST3215,8858,Subscription Payment,Subscription & Promotions,487825.0,2025-03-04,Debit Card
CUST2041,633,Real Estate Booking,Real Estate,356063.0,2024-05-14,Pay Transfer
ORG_US_375,9273,Retail Shopping,Real Estate,482140.0,2024-02-02,Wire Transfer
CUST2409,5596,Subscription Payment,Fashion & Clothing,147827.0,2024-01-03,Wire Transfer
CUST2804,8171,Retail Shopping,Finance & Banking,279484.0,2024-09-07,Debit Card
CUST2730,817,Retail Shopping,Subscription & Promotions,353599.0,2024-12-24,Wire Transfer
CUST2865,6362,Subscription Payment,Real Estate,397023.0,2024-04-29,Credit Card
ORG_US_404,5110,Subscription Payment,Finance & Banking,457237.0,2025-01-15,Pay Transfer
ORG_US_1095,5279,BNP Usage,Finance & Banking,398069.0,2024-01-12,Credit Card
CUST3248,7886,BNP Usage,Real Estate,143443.0,2024-06-25,Pay Transfer
CUST3360,2130,BNP Usage,Finance & Banking,352492.0,2025-02-08,Debit Card
ORG_US_351,401,Retail Shopping,Subscription & Promotions,474476.0,2024-07-29,Wire Transfer
ORG_US_614,6391,Subscription Payment,Subscription & Promotions,227683.0,2024-11-11,Wire Transfer
ORG_US_1744,9893,BNP Usage,Fashion & Clothing,113343.0,2024-02-19,Debit Card
ORG_US_1722,1940,Retail Shopping,Real Estate,58335.0,2024-11-25,Debit Card
ORG_US_159,7629,BNP Usage,Fashion & Clothing,78243.0,2024-08-01,Credit Card
CUST2330,7803,BNP Usage,Finance & Banking,415276.0,2025-01-31,Debit Card
CUST3066,742,BNP Usage,Finance & Banking,30290.0,2024-08-05,Debit Card
CUST3333,6384,Subscription Payment,Subscription & Promotions,198972.0,2025-01-29,Debit Card
CUST3450,7211,Subscription Payment,Fashion & Clothing,102107.0,2024-06-03,Pay Transfer
CUST2934,5756,Real Estate Booking,Subscription & Promotions,243673.0,2024-08-05,Pay Transfer
CUST2565,8005,BNP Usage,Subscription & Promotions,203012.0,2024-03-29,Debit Card
CUST3889,6094,Subscription Payment,Real Estate,154903.0,2024-04-03,Debit Card
ORG_US_1488,3148,Subscription Payment,Subscription & Promotions,454245.0,2025-01-13,Pay Transfer
ORG_US_876,3447,BNP Usage,Real Estate,433930.0,2024-06-11,Debit Card
CUST2505,2419,BNP Usage,Fashion & Clothing,327565.0,2024-11-08,Pay Transfer
CUST2809,4969,Retail Shopping,Fashion & Clothing,309830.0,2025-03-08,Credit Card
ORG_US_175,7478,BNP Usage,Finance & Banking,446786.0,2024-09-18,Wire Transfer
ORG_US_1449,1191,Retail Shopping,Finance & Banking,142746.0,2025-01-25,Credit Card
CUST2254,3707,Subscription Payment,Real Estate,315264.0,2024-12-22,Wire Transfer
CUST3792,9501,Subscription Payment,Finance & Banking,387408.0,2024-04-20,Debit Card
CUST3262,5799,Real Estate Booking,Finance & Banking,40994.0,2024-07-24,Pay Transfer
CUST2734,7076,Real Estate Booking,Finance & Banking,97145.0,2025-03-05,Debit Card
ORG_US_1420,7488,Real Estate Booking,Fashion & Clothing,332010.0,2024-04-24,Credit Card
CUST2994,6334,BNP Usage,Finance & Banking,145620.0,2024-01-27,Credit Card
ORG_US_1730,8638,Real Estate Booking,Subscription & Promotions,323156.0,2024-08-11,Credit Card
ORG_US_1745,3589,Real Estate Booking,Real Estate,198160.0,2025-01-20,Credit Card
CUST2636,1092,Retail Shopping,Real Estate,200153.0,2024-05-26,Credit Card
CUST3627,9279,Subscription Payment,Real Estate,293174.0,2024-03-27,Wire Transfer
CUST3700,5673,Real Estate Booking,Fashion & Clothing,53210.0,2024-08-22,Pay Transfer
CUST3785,1714,Subscription Payment,Finance & Banking,466992.0,2024-12-06,Credit Card
ORG_US_1484,3354,Real Estate Booking,Subscription & Promotions,312894.0,2024-01-20,Credit Card
ORG_US_999,8343,Retail Shopping,Fashion & Clothing,389301.0,2024-04-13,Pay Transfer
ORG_US_454,4597,Real Estate Booking,Finance & Banking,426283.0,2024-02-07,Wire Transfer
CUST2785,5479,Subscription Payment,Real Estate,459937.0,2024-06-01,Pay Transfer
ORG_US_1256,1182,Real Estate Booking,Real Estate,179625.0,2024-12-15,Pay Transfer
CUST3430,4684,BNP Usage,Finance & Banking,409656.0,2025-01-14,Wire Transfer
ORG_US_991,2285,Retail Shopping,Fashion & Clothing,334020.0,2025-01-05,Pay Transfer
ORG_US_236,6759,BNP Usage,Subscription & Promotions,143302.0,2024-08-18,Pay Transfer
ORG_US_629,4771,Subscription Payment,Fashion & Clothing,370411.0,2024-10-27,Debit Card
ORG_US_908,1060,Retail Shopping,Real Estate,242200.0,2024-10-12,Pay Transfer
ORG_US_1261,2655,Retail Shopping,Subscription & Promotions,491464.0,2024-04-15,Credit Card
CUST2411,4149,Subscription Payment,Subscription & Promotions,407082.0,2025-02-19,Credit Card
CUST2061,9481,Real Estate Booking,Finance & Banking,473004.0,2025-01-27,Debit Card
ORG_US_300,8982,BNP Usage,Real Estate,447081.0,2024-04-28,Credit Card
CUST2373,1600,Retail Shopping,Subscription & Promotions,360710.0,2025-02-06,Pay Transfer
CUST3800,8624,BNP Usage,Subscription & Promotions,390809.0,2024-07-31,Debit Card
CUST3229,5551,Real Estate Booking,Real Estate,242626.0,2024-07-28,Credit Card
ORG_US_1980,3097,Subscription Payment,Fashion & Clothing,291555.0,2024-04-19,Debit Card
ORG_US_1683,4232,Real Estate Booking,Finance & Banking,83510.0,2024-06-09,Wire Transfer
CUST3615,244,Subscription Payment,Fashion & Clothing,393968.0,2024-04-03,Wire Transfer
CUST2392,8955,Retail Shopping,Subscription & Promotions,335375.0,2024-01-31,Debit Card
ORG_US_1017,2679,Real Estate Booking,Subscription & Promotions,112615.0,2024-02-23,Pay Transfer
CUST3711,6800,Real Estate Booking,Finance & Banking,467090.0,2025-01-06,Credit Card
CUST2843,1979,BNP Usage,Real Estate,432799.0,2025-01-22,Wire Transfer
CUST2749,5359,Subscription Payment,Real Estate,324131.0,2024-12-11,Credit Card
CUST3762,7880,Retail Shopping,Subscription & Promotions,415434.0,2025-01-18,Wire Transfer
ORG_US_1561,7945,Retail Shopping,Real Estate,496350.0,2024-06-06,Wire Transfer
CUST3780,2117,Retail Shopping,Subscription & Promotions,403847.0,2024-05-30,Wire Transfer
ORG_US_1720,4960,Real Estate Booking,Subscription & Promotions,379462.0,2024-02-25,Debit Card
CUST2239,3231,BNP Usage,Fashion & Clothing,398212.0,2025-01-24,Wire Transfer
ORG_US_1315,9145,BNP Usage,Subscription & Promotions,396748.0,2024-11-18,Debit Card
CUST3858,6035,Real Estate Booking,Finance & Banking,297078.0,2024-12-29,Credit Card
ORG_US_1638,1338,Subscription Payment,Subscription & Promotions,56278.0,2024-08-01,Debit Card
ORG_US_635,3616,BNP Usage,Real Estate,87544.0,2024-03-27,Credit Card
CUST3624,6322,Retail Shopping,Fashion & Clothing,296740.0,2024-12-04,Credit Card
ORG_US_1402,2338,Subscription Payment,Real Estate,175676.0,2024-01-25,Credit Card
ORG_US_1516,4008,BNP Usage,Real Estate,403680.0,2024-02-15,Wire Transfer
ORG_US_666,7327,Retail Shopping,Fashion & Clothing,391903.0,2024-05-14,Credit Card
CUST2906,1872,BNP Usage,Fashion & Clothing,468362.0,2024-09-21,Wire Transfer
CUST2837,6847,Retail Shopping,Fashion & Clothing,375217.0,2024-06-19,Credit Card
CUST2821,4082,Retail Shopping,Fashion & Clothing,28367.0,2024-08-08,Wire Transfer
CUST3548,9993,Retail Shopping,Fashion & Clothing,75636.0,2024-07-05,Pay Transfer
CUST3327,8041,Real Estate Booking,Real Estate,263432.0,2024-12-13,Pay Transfer
ORG_US_554,5383,Subscription Payment,Finance & Banking,91166.0,2024-12-21,Credit Card
CUST3264,3351,Subscription Payment,Real Estate,469596.0,2024-04-16,Debit Card
ORG_US_819,8037,BNP Usage,Fashion & Clothing,482779.0,2025-01-18,Credit Card
CUST2362,1285,Subscription Payment,Real Estate,358572.0,2024-04-16,Credit Card
ORG_US_483,8018,BNP Usage,Real Estate,26875.0,2024-04-19,Pay Transfer
ORG_US_738,2855,Real Estate Booking,Subscription & Promotions,323555.0,2024-05-07,Wire Transfer
ORG_US_1730,1032,Subscription Payment,Fashion & Clothing,164158.0,2024-09-24,Credit Card
CUST2420,8887,BNP Usage,Real Estate,147808.0,2024-05-18,Credit Card
ORG_US_1150,1601,Retail Shopping,Subscription & Promotions,459163.0,2024-05-11,Pay Transfer
CUST2555,8957,Subscription Payment,Fashion & Clothing,63306.0,2024-10-27,Credit Card
CUST2775,5082,Retail Shopping,Finance & Banking,40001.0,2024-07-22,Debit Card
ORG_US_1499,228,Real Estate Booking,Finance & Banking,427027.0,2024-01-01,Wire Transfer
ORG_US_657,3917,Real Estate Booking,Fashion & Clothing,28008.0,2024-01-03,Wire Transfer
CUST2410,2072,BNP Usage,Finance & Banking,50013.0,2024-01-22,Debit Card
ORG_US_1301,2253,Subscription Payment,Finance & Banking,224897.0,2024-05-13,Pay Transfer
CUST3316,3436,Subscription Payment,Finance & Banking,379806.0,2024-02-27,Pay Transfer
ORG_US_565,8653,Subscription Payment,Fashion & Clothing,282203.0,2024-05-10,Wire Transfer
CUST3719,8033,Subscription Payment,Finance & Banking,422633.0,2024-02-25,Credit Card
ORG_US_519,8951,Subscription Payment,Real Estate,485248.0,2025-02-02,Wire Transfer
ORG_US_250,5229,Subscription Payment,Subscription & Promotions,378794.0,2024-12-01,Debit Card
ORG_US_1504,5445,Real Estate Booking,Fashion & Clothing,282793.0,2025-02-15,Credit Card
CUST3401,9566,Subscription Payment,Finance & Banking,72391.0,2024-05-28,Pay Transfer
CUST2926,9203,Real Estate Booking,Finance & Banking,296911.0,2024-03-04,Credit Card
CUST2924,8387,Real Estate Booking,Finance & Banking,446190.0,2024-05-11,Debit Card
ORG_US_1889,4672,BNP Usage,Fashion & Clothing,121410.0,2024-04-22,Wire Transfer
CUST2096,6222,Subscription Payment,Fashion & Clothing,389677.0,2025-03-06,Credit Card
ORG_US_1364,4947,Retail Shopping,Subscription & Promotions,491753.0,2024-11-01,Debit Card
ORG_US_106,2222,Retail Shopping,Subscription & Promotions,278648.0,2024-04-21,Debit Card
CUST2117,990,Subscription Payment,Finance & Banking,60096.0,2024-12-23,Wire Transfer
ORG_US_538,6166,BNP Usage,Finance & Banking,371174.0,2024-03-29,Pay Transfer
CUST3961,3638,Real Estate Booking,Finance & Banking,407979.0,2024-12-09,Credit Card
ORG_US_412,438,Real Estate Booking,Finance & Banking,470751.0,2024-10-22,Debit Card
CUST2132,7844,BNP Usage,Subscription & Promotions,8789.0,2024-03-07,Pay Transfer
CUST3046,1198,Subscription Payment,Subscription & Promotions,428174.0,2024-11-24,Credit Card
ORG_US_503,3344,Subscription Payment,Subscription & Promotions,380239.0,2024-10-12,Debit Card
CUST2190,2400,Retail Shopping,Finance & Banking,84708.0,2024-08-07,Credit Card
CUST3320,2313,Retail Shopping,Fashion & Clothing,244587.0,2024-04-03,Credit Card
ORG_US_068,6372,Subscription Payment,Real Estate,363477.0,2024-06-26,Pay Transfer
ORG_US_203,1078,Retail Shopping,Finance & Banking,236845.0,2024-02-11,Pay Transfer
CUST3936,6344,Retail Shopping,Subscription & Promotions,282997.0,2025-01-01,Debit Card
CUST3876,7106,Subscription Payment,Fashion & Clothing,408142.0,2024-07-28,Credit Card
CUST3512,4313,Real Estate Booking,Subscription & Promotions,129930.0,2024-03-20,Pay Transfer
CUST2326,6330,Retail Shopping,Finance & Banking,166651.0,2024-02-24,Debit Card
CUST3503,4576,BNP Usage,Finance & Banking,29278.0,2024-10-29,Debit Card
ORG_US_257,2406,BNP Usage,Subscription & Promotions,197925.0,2024-03-06,Credit Card
CUST2452,7816,Subscription Payment,Subscription & Promotions,116143.0,2024-02-11,Wire Transfer
CUST3768,3644,BNP Usage,Fashion & Clothing,386542.0,2024-12-03,Pay Transfer
ORG_US_420,3381,BNP Usage,Subscription & Promotions,95999.0,2024-12-14,Credit Card
ORG_US_687,3287,Subscription Payment,Finance & Banking,376117.0,2025-02-08,Credit Card
ORG_US_1514,9653,Real Estate Booking,Finance & Banking,110080.0,2025-03-18,Debit Card
ORG_US_1077,1112,BNP Usage,Fashion & Clothing,461458.0,2024-03-17,Credit Card
CUST2222,9349,BNP Usage,Finance & Banking,198254.0,2025-03-09,Credit Card
ORG_US_931,2364,Real Estate Booking,Subscription & Promotions,107134.0,2024-04-08,Debit Card
CUST3028,8234,BNP Usage,Real Estate,336932.0,2024-05-19,Pay Transfer
ORG_US_1080,2054,BNP Usage,Finance & Banking,150133.0,2024-06-21,Debit Card
ORG_US_1492,1460,BNP Usage,Fashion & Clothing,291858.0,2025-03-10,Debit Card
CUST3225,4234,Retail Shopping,Fashion & Clothing,387192.0,2024-02-14,Debit Card
CUST3138,5434,Retail Shopping,Finance & Banking,449206.0,2024-04-25,Pay Transfer
CUST3691,3511,Real Estate Booking,Fashion & Clothing,345784.0,2024-04-16,Pay Transfer
ORG_US_226,413,Subscription Payment,Fashion & Clothing,185807.0,2024-10-05,Credit Card
ORG_US_1687,8433,Real Estate Booking,Finance & Banking,363780.0,2024-12-29,Wire Transfer
CUST2735,4638,Real Estate Booking,Real Estate,378180.0,2024-10-29,Credit Card
ORG_US_1942,7738,BNP Usage,Fashion & Clothing,38087.0,2024-07-11,Wire Transfer
CUST3044,6833,Subscription Payment,Finance & Banking,392128.0,2024-09-01,Debit Card
CUST3497,5586,Retail Shopping,Finance & Banking,99382.0,2024-10-01,Pay Transfer
CUST3875,1459,Subscription Payment,Fashion & Clothing,197693.0,2024-07-01,Wire Transfer
CUST2102,8970,BNP Usage,Finance & Banking,370533.0,2024-03-25,Wire Transfer
ORG_US_485,2852,Retail Shopping,Real Estate,149375.0,2024-12-13,Wire Transfer
CUST2746,9103,Subscription Payment,Subscription & Promotions,110783.0,2024-06-19,Debit Card
CUST3793,3655,Subscription Payment,Fashion & Clothing,173873.0,2024-02-12,Pay Transfer
ORG_US_1091,7321,Retail Shopping,Real Estate,35498.0,2024-08-27,Credit Card
CUST3447,2882,Retail Shopping,Subscription & Promotions,447843.0,2024-06-19,Pay Transfer
CUST3961,9049,BNP Usage,Real Estate,351800.0,2024-08-14,Pay Transfer
ORG_US_408,2926,Retail Shopping,Finance & Banking,135098.0,2025-03-12,Credit Card
CUST2871,8506,Real Estate Booking,Subscription & Promotions,350300.0,2024-05-03,Pay Transfer
ORG_US_327,3135,Retail Shopping,Real Estate,295478.0,2025-02-17,Credit Card
ORG_US_1829,7147,Subscription Payment,Finance & Banking,105175.0,2024-05-09,Pay Transfer
ORG_US_1176,8105,Retail Shopping,Fashion & Clothing,145223.0,2024-05-06,Debit Card
ORG_US_1742,8573,BNP Usage,Real Estate,253685.0,2025-01-12,Pay Transfer
ORG_US_265,3033,Retail Shopping,Real Estate,448351.0,2024-09-30,Wire Transfer
CUST3615,6510,Subscription Payment,Finance & Banking,19870.0,2024-01-04,Wire Transfer
ORG_US_768,7280,Real Estate Booking,Fashion & Clothing,226993.0,2024-07-02,Wire Transfer
CUST2992,6190,Subscription Payment,Real Estate,240235.0,2024-08-16,Wire Transfer
CUST2186,5646,Retail Shopping,Finance & Banking,70189.0,2024-06-05,Debit Card
CUST2422,8505,BNP Usage,Finance & Banking,429161.0,2024-07-24,Debit Card
ORG_US_1757,6043,Real Estate Booking,Finance & Banking,410760.0,2024-05-17,Wire Transfer
ORG_US_1819,3095,Subscription Payment,Subscription & Promotions,435174.0,2024-01-22,Debit Card
CUST2026,8566,Subscription Payment,Real Estate,312464.0,2025-03-11,Wire Transfer
ORG_US_1525,1790,BNP Usage,Fashion & Clothing,175203.0,2024-04-08,Wire Transfer
CUST3863,3480,Retail Shopping,Fashion & Clothing,268252.0,2024-08-03,Pay Transfer
ORG_US_632,836,BNP Usage,Fashion & Clothing,415354.0,2024-03-18,Credit Card
CUST3821,333,BNP Usage,Real Estate,121645.0,2024-01-09,Pay Transfer
CUST2646,7954,Subscription Payment,Real Estate,121821.0,2024-11-22,Credit Card
ORG_US_073,9265,Retail Shopping,Real Estate,193946.0,2024-08-28,Debit Card
CUST2508,9205,Subscription Payment,Fashion & Clothing,222811.0,2024-02-07,Credit Card
CUST3266,5612,BNP Usage,Finance & Banking,423057.0,2024-05-31,Credit Card
ORG_US_412,2366,Subscription Payment,Fashion & Clothing,46140.0,2024-08-14,Wire Transfer
CUST3860,3551,BNP Usage,Real Estate,399114.0,2024-11-13,Wire Transfer
ORG_US_1466,7777,BNP Usage,Finance & Banking,24556.0,2025-01-05,Pay Transfer
ORG_US_1227,2549,Retail Shopping,Subscription & Promotions,221481.0,2024-02-06,Credit Card
CUST2694,3792,Real Estate Booking,Fashion & Clothing,183336.0,2024-07-24,Wire Transfer
ORG_US_827,9609,Real Estate Booking,Real Estate,402520.0,2024-08-09,Pay Transfer
ORG_US_095,5156,Real Estate Booking,Subscription & Promotions,249010.0,2024-07-29,Debit Card
CUST2145,7501,Subscription Payment,Fashion & Clothing,190762.0,2024-10-12,Debit Card
CUST3486,6469,Retail Shopping,Finance & Banking,78699.0,2025-03-20,Wire Transfer
ORG_US_1575,3298,Subscription Payment,Fashion & Clothing,158936.0,2024-11-20,Credit Card
ORG_US_612,7435,Retail Shopping,Real Estate,280863.0,2024-03-10,Credit Card
ORG_US_052,1373,Retail Shopping,Subscription & Promotions,279723.0,2024-04-25,Credit Card
CUST2922,4468,Real Estate Booking,Finance & Banking,253261.0,2024-11-06,Wire Transfer
CUST3953,9593,Subscription Payment,Real Estate,136657.0,2024-11-22,Pay Transfer
ORG_US_1736,9096,BNP Usage,Real Estate,233287.0,2024-02-01,Debit Card
ORG_US_183,5312,Retail Shopping,Finance & Banking,326974.0,2024-09-01,Wire Transfer
CUST2188,5362,Subscription Payment,Fashion & Clothing,101427.0,2024-08-10,Debit Card
CUST3183,3694,BNP Usage,Fashion & Clothing,133645.0,2025-02-12,Wire Transfer
ORG_US_1758,9677,BNP Usage,Fashion & Clothing,20470.0,2024-12-17,Wire Transfer
ORG_US_014,924,Retail Shopping,Real Estate,454603.0,2024-10-11,Pay Transfer
ORG_US_1317,2812,Subscription Payment,Real Estate,165843.0,2024-03-21,Pay Transfer
CUST2783,984,Subscription Payment,Subscription & Promotions,62339.0,2025-01-03,Credit Card
ORG_US_1492,4926,Subscription Payment,Subscription & Promotions,43532.0,2024-03-11,Debit Card
CUST3355,1221,Retail Shopping,Finance & Banking,448083.0,2024-08-13,Pay Transfer
ORG_US_198,5082,Subscription Payment,Real Estate,78483.0,2024-03-31,Credit Card
ORG_US_926,4686,BNP Usage,Real Estate,430736.0,2024-01-31,Pay Transfer
CUST3198,4011,BNP Usage,Subscription & Promotions,392461.0,2024-09-12,Debit Card
ORG_US_1465,3407,Retail Shopping,Real Estate,351990.0,2024-12-19,Pay Transfer
ORG_US_1062,1681,Subscription Payment,Real Estate,45508.0,2024-12-20,Pay Transfer
ORG_US_460,5550,Retail Shopping,Finance & Banking,9870.0,2024-09-21,Pay Transfer
ORG_US_1925,690,Retail Shopping,Fashion & Clothing,480745.0,2024-01-13,Wire Transfer
CUST2563,8199,Retail Shopping,Fashion & Clothing,211669.0,2024-10-18,Debit Card
ORG_US_1191,6525,Retail Shopping,Finance & Banking,196772.0,2025-02-08,Debit Card
CUST3329,3078,BNP Usage,Fashion & Clothing,75746.0,2024-12-02,Debit Card
ORG_US_265,1792,Retail Shopping,Fashion & Clothing,65201.0,2024-03-10,Debit Card
CUST2475,9879,Retail Shopping,Finance & Banking,230091.0,2024-12-06,Pay Transfer
ORG_US_995,6938,Subscription Payment,Subscription & Promotions,100976.0,2024-08-21,Wire Transfer
ORG_US_604,6345,Retail Shopping,Subscription & Promotions,31570.0,2024-11-05,Pay Transfer
ORG_US_1845,4220,Subscription Payment,Finance & Banking,50310.0,2024-02-21,Wire Transfer
CUST2499,7228,Subscription Payment,Fashion & Clothing,440926.0,2024-03-01,Debit Card
ORG_US_265,2820,Retail Shopping,Real Estate,289657.0,2024-08-02,Credit Card
CUST3466,4994,Retail Shopping,Subscription & Promotions,19016.0,2024-09-13,Credit Card
ORG_US_1649,5419,BNP Usage,Finance & Banking,405165.0,2024-12-21,Wire Transfer
CUST3239,8984,BNP Usage,Fashion & Clothing,313467.0,2025-02-17,Debit Card
ORG_US_617,5670,Real Estate Booking,Finance & Banking,52833.0,2025-02-22,Debit Card
ORG_US_057,7894,Real Estate Booking,Real Estate,126327.0,2024-10-09,Wire Transfer
ORG_US_650,620,Retail Shopping,Finance & Banking,403479.0,2025-01-22,Credit Card
CUST3440,2818,Real Estate Booking,Real Estate,273313.0,2025-02-16,Debit Card
CUST2467,3714,Subscription Payment,Fashion & Clothing,307181.0,2024-08-14,Pay Transfer
ORG_US_1850,8804,Retail Shopping,Real Estate,446021.0,2024-04-15,Pay Transfer
CUST3133,2066,BNP Usage,Subscription & Promotions,145254.0,2024-02-28,Credit Card
CUST3479,3581,BNP Usage,Subscription & Promotions,152369.0,2024-01-12,Wire Transfer
ORG_US_1963,1776,Retail Shopping,Finance & Banking,439270.0,2024-05-25,Pay Transfer
CUST3683,3505,BNP Usage,Real Estate,105591.0,2024-09-27,Wire Transfer
ORG_US_814,2581,Subscription Payment,Subscription & Promotions,235585.0,2024-07-20,Credit Card
CUST2130,8836,Real Estate Booking,Real Estate,63587.0,2024-10-14,Debit Card
ORG_US_1191,1390,Real Estate Booking,Subscription & Promotions,306602.0,2024-02-07,Wire Transfer
ORG_US_1374,1903,Real Estate Booking,Subscription & Promotions,41863.0,2024-12-08,Pay Transfer
CUST3385,6584,Subscription Payment,Real Estate,61324.0,2025-01-14,Debit Card
ORG_US_1383,7662,BNP Usage,Subscription & Promotions,263460.0,2025-03-05,Credit Card
ORG_US_650,643,Real Estate Booking,Fashion & Clothing,231229.0,2025-01-14,Debit Card
CUST3925,6301,Retail Shopping,Finance & Banking,473138.0,2024-10-22,Debit Card
CUST2351,3388,Subscription Payment,Finance & Banking,284784.0,2024-05-19,Credit Card
CUST3997,7764,Subscription Payment,Finance & Banking,410274.0,2024-05-24,Credit Card
CUST3628,5972,BNP Usage,Real Estate,247152.0,2024-06-09,Credit Card
CUST2759,2992,Subscription Payment,Finance & Banking,454277.0,2024-12-09,Credit Card
ORG_US_1147,223,BNP Usage,Finance & Banking,26591.0,2024-06-02,Credit Card
ORG_US_1860,9634,Real Estate Booking,Fashion & Clothing,249640.0,2025-01-01,Credit Card
ORG_US_1671,4157,Subscription Payment,Real Estate,223296.0,2025-01-20,Pay Transfer
ORG_US_1893,6940,Retail Shopping,Fashion & Clothing,470315.0,2024-02-26,Debit Card
CUST3776,2937,Retail Shopping,Fashion & Clothing,60820.0,2024-01-13,Wire Transfer
ORG_US_862,5184,Retail Shopping,Fashion & Clothing,14572.0,2024-09-16,Pay Transfer
ORG_US_034,9397,Real Estate Booking,Fashion & Clothing,487240.0,2024-12-30,Credit Card
ORG_US_1386,5644,Subscription Payment,Real Estate,92348.0,2024-05-07,Credit Card
ORG_US_443,4832,Subscription Payment,Real Estate,154391.0,2024-09-13,Wire Transfer
CUST3566,2362,Real Estate Booking,Subscription & Promotions,262179.0,2024-04-28,Credit Card
CUST2352,600,Retail Shopping,Real Estate,455126.0,2024-10-31,Wire Transfer
CUST3865,5477,BNP Usage,Subscription & Promotions,249964.0,2024-09-14,Wire Transfer
CUST3271,9838,Subscription Payment,Real Estate,8547.0,2024-08-17,Credit Card
CUST2662,2605,BNP Usage,Subscription & Promotions,102360.0,2024-10-07,Credit Card
CUST3195,6355,Subscription Payment,Real Estate,326088.0,2024-09-13,Wire Transfer
CUST3990,5645,Subscription Payment,Fashion & Clothing,435624.0,2024-10-12,Debit Card
CUST2629,5660,BNP Usage,Fashion & Clothing,356467.0,2024-08-16,Debit Card
CUST3515,5918,BNP Usage,Subscription & Promotions,159629.0,2024-08-22,Credit Card
ORG_US_1526,6711,BNP Usage,Finance & Banking,92211.0,2024-09-20,Pay Transfer
ORG_US_1491,1191,Subscription Payment,Finance & Banking,73430.0,2025-02-10,Credit Card
ORG_US_1676,7993,Subscription Payment,Fashion & Clothing,203149.0,2024-02-19,Debit Card
CUST2640,4989,Retail Shopping,Subscription & Promotions,335480.0,2024-08-07,Debit Card
ORG_US_830,3664,Subscription Payment,Fashion & Clothing,213586.0,2024-08-01,Debit Card
ORG_US_1564,1037,Subscription Payment,Real Estate,351565.0,2024-10-14,Wire Transfer
CUST2432,6559,BNP Usage,Fashion & Clothing,359914.0,2024-09-21,Pay Transfer
CUST3828,2774,Subscription Payment,Fashion & Clothing,422324.0,2024-07-22,Debit Card
CUST2243,929,Real Estate Booking,Subscription & Promotions,146595.0,2024-10-28,Pay Transfer
ORG_US_525,4603,BNP Usage,Fashion & Clothing,136497.0,2024-03-21,Debit Card
CUST3250,9807,Subscription Payment,Real Estate,289556.0,2024-10-23,Credit Card
CUST2075,6844,BNP Usage,Fashion & Clothing,336518.0,2024-07-19,Wire Transfer
ORG_US_993,6966,Subscription Payment,Subscription & Promotions,205380.0,2024-12-01,Wire Transfer
ORG_US_1231,4691,BNP Usage,Subscription & Promotions,235394.0,2024-07-12,Pay Transfer
ORG_US_1816,3795,Subscription Payment,Finance & Banking,229799.0,2024-06-04,Credit Card
CUST2494,1463,Subscription Payment,Subscription & Promotions,142445.0,2024-03-11,Pay Transfer
CUST3180,9392,Real Estate Booking,Fashion & Clothing,227905.0,2024-02-25,Credit Card
ORG_US_661,7090,Retail Shopping,Subscription & Promotions,32651.0,2024-10-25,Wire Transfer
CUST3841,1897,Real Estate Booking,Subscription & Promotions,56764.0,2025-01-31,Pay Transfer
ORG_US_031,5944,BNP Usage,Real Estate,68864.0,2024-02-03,Debit Card
CUST2932,5144,Retail Shopping,Subscription & Promotions,87949.0,2024-01-01,Debit Card
ORG_US_1202,2812,Real Estate Booking,Real Estate,430695.0,2024-07-20,Credit Card
CUST3813,7005,BNP Usage,Finance & Banking,426754.0,2024-08-23,Credit Card
CUST3237,8816,Real Estate Booking,Subscription & Promotions,279108.0,2024-09-15,Debit Card
CUST3443,1560,Retail Shopping,Real Estate,460837.0,2025-02-02,Pay Transfer
CUST2818,1740,BNP Usage,Real Estate,241031.0,2024-12-13,Wire Transfer
CUST2607,7519,BNP Usage,Subscription & Promotions,280862.0,2024-01-20,Pay Transfer
CUST2689,4329,Subscription Payment,Finance & Banking,279763.0,2024-06-12,Credit Card
CUST3148,4727,Retail Shopping,Finance & Banking,167099.0,2024-09-28,Debit Card
CUST2218,8663,Subscription Payment,Real Estate,43417.0,2024-09-13,Credit Card
CUST3099,1152,Real Estate Booking,Subscription & Promotions,205529.0,2024-07-25,Pay Transfer
ORG_US_1800,7693,Retail Shopping,Subscription & Promotions,451554.0,2024-08-14,Credit Card
CUST3180,9295,Real Estate Booking,Fashion & Clothing,74107.0,2024-02-13,Pay Transfer
ORG_US_642,1555,Real Estate Booking,Fashion & Clothing,271857.0,2024-03-11,Debit Card
CUST3630,9232,Retail Shopping,Finance & Banking,187914.0,2024-02-09,Pay Transfer
ORG_US_211,8829,BNP Usage,Fashion & Clothing,306233.0,2024-06-25,Wire Transfer
