Customer_Id,Industry,Financial_Needs,Preferences,Revenue_Lower,Revenue_Upper,Revenue_Mid,Employees_Lower,Employees_Upper,Employees_Mid
ORG_US_3216,IT Services,Supply Chain Financing,Digital Payments,56549088.36633019,581415970.9556284,318982529.6609793,377.0,8013.0,4195.0
ORG_US_3217,Real Estate,Supply Chain Financing,Ethical Sourcing,32216610.769298937,477576528.3853978,254896569.57734835,635.0,8019.0,4327.0
ORG_US_3218,IT Services,Payment Processing,Cloud Services,39493468.55962896,865977254.5754601,452735361.5675445,566.0,2128.0,1347.0
ORG_US_3219,Finance,Supply Chain Financing,Ethical Sourcing,31723280.030318446,137474130.64481387,84598705.33756615,898.0,1222.0,1060.0
ORG_US_3220,Real Estate,Supply Chain Financing,Ethical Sourcing,8587131.998798182,172770600.34513074,90678866.17196447,344.0,3424.0,1884.0
ORG_US_3221,Retail,Payment Processing,Cloud Services,16807468.90645562,746382840.4212482,381595154.6638519,250.0,1170.0,710.0
ORG_US_3222,Finance,Supply Chain Financing,Cloud Services,2044395.968218283,985724171.2740353,493884283.62112683,825.0,6898.0,3861.5
ORG_US_3223,Retail,Business Loans,Cloud Services,11764018.818721756,892916725.2003529,452340372.00953734,133.0,9526.0,4829.5
ORG_US_3224,IT Services,Supply Chain Financing,Cloud Services,5595705.97404415,866700633.6485211,436148169.81128263,339.0,6651.0,3495.0
ORG_US_3225,Real Estate,Business Loans,Digital Payments,52160514.926805556,756902440.3316821,404531477.62924385,159.0,8726.0,4442.5
ORG_US_3226,Finance,Business Loans,Digital Payments,1775441.682373118,526748015.40447617,264261728.54342464,434.0,4514.0,2474.0
ORG_US_3227,Real Estate,Payment Processing,Digital Payments,90353200.42156753,793843409.1681488,442098304.79485816,530.0,9197.0,4863.5
ORG_US_3228,Healthcare,Business Loans,Digital Payments,93917006.19186027,276174529.7714512,185045767.98165572,178.0,8780.0,4479.0
ORG_US_3229,Retail,Supply Chain Financing,Cloud Services,29783456.61303098,709922866.5611064,369853161.58706874,75.0,3511.0,1793.0
ORG_US_3230,Finance,Supply Chain Financing,Cloud Services,98359598.99871089,142326528.24974236,120343063.62422663,765.0,3614.0,2189.5
ORG_US_3231,Real Estate,Payment Processing,Digital Payments,97847242.73063728,159823565.27858925,128835404.00461327,392.0,6075.0,3233.5
ORG_US_3232,Finance,Supply Chain Financing,Cloud Services,58607534.31254794,111760151.17161503,85183842.7420815,807.0,4353.0,2580.0
ORG_US_3233,Retail,Business Loans,Ethical Sourcing,29982090.368231036,253971274.61290753,141976682.4905693,301.0,8210.0,4255.5
ORG_US_3234,Healthcare,Payment Processing,Cloud Services,19088504.294449277,512330525.207891,265709514.75117013,756.0,2146.0,1451.0
ORG_US_3235,Healthcare,Payment Processing,Digital Payments,79251192.4984882,116447379.80351257,97849286.15100038,554.0,7970.0,4262.0
ORG_US_3236,Real Estate,Payment Processing,Ethical Sourcing,15741285.613161488,630163637.6345563,322952461.62385887,320.0,5344.0,2832.0
ORG_US_3237,Retail,Payment Processing,Ethical Sourcing,21067925.068581678,879203304.1685468,450135614.61856425,93.0,7151.0,3622.0
ORG_US_3238,Healthcare,Payment Processing,Ethical Sourcing,18160304.70939082,580482591.6507888,299321448.18008983,800.0,9863.0,5331.5
ORG_US_3239,Retail,Payment Processing,Digital Payments,1408577.9845045363,673228567.3829329,337318572.68371874,206.0,4883.0,2544.5
ORG_US_3240,IT Services,Supply Chain Financing,Digital Payments,42350098.804199554,386060716.8902864,214205407.84724298,160.0,5248.0,2704.0
ORG_US_3241,Retail,Payment Processing,Ethical Sourcing,32633091.159853652,800631174.933974,416632133.04691386,463.0,5533.0,2998.0
ORG_US_3242,Real Estate,Business Loans,Digital Payments,99041197.4378839,849171745.5595686,474106471.49872625,869.0,1195.0,1032.0
ORG_US_3243,Retail,Payment Processing,Ethical Sourcing,70345258.72540617,902308650.6078973,486326954.6666517,514.0,7469.0,3991.5
ORG_US_3244,Healthcare,Supply Chain Financing,Ethical Sourcing,29982120.17036252,349804762.6364653,189893441.40341392,731.0,2135.0,1433.0
ORG_US_3245,Retail,Business Loans,Ethical Sourcing,80245623.66088791,138285644.84645614,109265634.25367203,155.0,1896.0,1025.5
ORG_US_3246,Finance,Business Loans,Digital Payments,31057508.183082808,239884434.9768431,135470971.57996294,635.0,9861.0,5248.0
ORG_US_3247,Finance,Payment Processing,Ethical Sourcing,90899143.8479299,164970633.07766604,127934888.46279797,961.0,8146.0,4553.5
ORG_US_3248,Healthcare,Payment Processing,Digital Payments,94338560.13796125,661680923.2803739,378009741.7091676,625.0,9373.0,4999.0
ORG_US_3249,Retail,Payment Processing,Digital Payments,80424703.77436711,166018476.08811438,123221589.93124074,383.0,5726.0,3054.5
ORG_US_3250,IT Services,Supply Chain Financing,Digital Payments,42892801.015012145,407510369.18549293,225201585.10025254,975.0,4560.0,2767.5
ORG_US_3251,Retail,Payment Processing,Cloud Services,1637694.220878165,843574517.5722494,422606105.89656377,183.0,9355.0,4769.0
ORG_US_3252,Healthcare,Supply Chain Financing,Cloud Services,69926929.02075754,558460232.6969953,314193580.8588764,513.0,5589.0,3051.0
ORG_US_3253,Finance,Supply Chain Financing,Cloud Services,88578236.36642224,813026929.8431532,450802583.1047877,872.0,8573.0,4722.5
ORG_US_3254,Real Estate,Business Loans,Cloud Services,95747055.24915886,682735954.3293471,389241504.789253,54.0,1045.0,549.5
ORG_US_3255,Real Estate,Business Loans,Cloud Services,42315958.63002376,596294756.4631712,319305357.5465975,720.0,4935.0,2827.5
ORG_US_3256,Finance,Payment Processing,Cloud Services,11454483.474692618,898965941.9607197,455210212.71770614,396.0,5200.0,2798.0
ORG_US_3257,Healthcare,Payment Processing,Ethical Sourcing,34611442.10387218,547532417.8609858,291071929.98242897,864.0,9831.0,5347.5
ORG_US_3258,Finance,Supply Chain Financing,Ethical Sourcing,55755731.38692608,650383735.0682652,353069733.2275956,807.0,4914.0,2860.5
ORG_US_3259,Healthcare,Payment Processing,Digital Payments,30800135.24898597,762615746.7173829,396707940.98318446,964.0,1881.0,1422.5
ORG_US_3260,Finance,Payment Processing,Ethical Sourcing,89647524.41101485,398756003.35524815,244201763.8831315,852.0,2437.0,1644.5
ORG_US_3261,IT Services,Payment Processing,Ethical Sourcing,12416381.400444452,245362410.7070944,128889396.05376942,832.0,7224.0,4028.0
ORG_US_3262,Retail,Supply Chain Financing,Cloud Services,33491644.53703771,311680474.70796907,172586059.6225034,653.0,5620.0,3136.5
ORG_US_3263,Retail,Business Loans,Cloud Services,43361784.11109591,897610153.4090207,470485968.7600583,828.0,1712.0,1270.0
ORG_US_3264,IT Services,Business Loans,Cloud Services,96130101.36379063,728140883.9046526,412135492.6342216,702.0,7261.0,3981.5
ORG_US_3265,Healthcare,Payment Processing,Cloud Services,99427330.92993999,682242750.3374348,390835040.6336874,425.0,5155.0,2790.0
ORG_US_3266,IT Services,Business Loans,Ethical Sourcing,68938648.42543279,201328155.56608868,135133401.99576074,176.0,6114.0,3145.0
ORG_US_3267,Healthcare,Payment Processing,Digital Payments,19256185.38684057,489416648.56872094,254336416.97778076,856.0,8654.0,4755.0
ORG_US_3268,Real Estate,Payment Processing,Digital Payments,30828316.11947076,744485799.7067158,387657057.91309327,924.0,4377.0,2650.5
ORG_US_3269,IT Services,Business Loans,Ethical Sourcing,25160304.98670923,804957817.1823653,415059061.08453727,137.0,3895.0,2016.0
ORG_US_3270,IT Services,Business Loans,Cloud Services,89228437.81865878,718388962.9111284,403808700.3648936,509.0,8765.0,4637.0
ORG_US_3271,Retail,Supply Chain Financing,Digital Payments,52752598.592784256,538285896.6414647,295519247.6171245,951.0,2846.0,1898.5
ORG_US_3272,Healthcare,Business Loans,Digital Payments,38220254.973065384,356820507.5737847,197520381.27342504,334.0,3652.0,1993.0
ORG_US_3273,Healthcare,Supply Chain Financing,Digital Payments,40115204.983729854,812004005.4273565,426059605.20554316,568.0,4914.0,2741.0
ORG_US_3274,Healthcare,Payment Processing,Digital Payments,10469654.51060224,826930705.8905226,418700180.2005624,722.0,2291.0,1506.5
ORG_US_3275,Healthcare,Business Loans,Ethical Sourcing,96460770.4182193,911571034.3651559,504015902.39168763,397.0,8697.0,4547.0
ORG_US_3276,Real Estate,Business Loans,Cloud Services,28416903.050855566,241465321.90950575,134941112.48018065,492.0,1820.0,1156.0
ORG_US_3277,Real Estate,Supply Chain Financing,Ethical Sourcing,32624661.354601245,371879203.98875153,202251932.6716764,685.0,7716.0,4200.5
ORG_US_3278,Finance,Supply Chain Financing,Cloud Services,17018565.40859793,831461353.4888661,424239959.448732,685.0,3270.0,1977.5
ORG_US_3279,Retail,Supply Chain Financing,Ethical Sourcing,11578042.62940965,178828763.16447616,95203402.8969429,288.0,3674.0,1981.0
ORG_US_3280,Real Estate,Supply Chain Financing,Cloud Services,32915037.45546369,395005191.3500486,213960114.40275615,318.0,8884.0,4601.0
ORG_US_3281,Finance,Payment Processing,Cloud Services,22178520.79914822,789647143.7080699,405912832.25360906,347.0,8440.0,4393.5
ORG_US_3282,Retail,Payment Processing,Digital Payments,4527907.30004734,667617344.2450901,336072625.77256876,971.0,8695.0,4833.0
ORG_US_3283,Healthcare,Supply Chain Financing,Digital Payments,73595659.48728119,248063907.87452203,160829783.68090162,169.0,7109.0,3639.0
ORG_US_3284,IT Services,Supply Chain Financing,Digital Payments,62019096.88133634,710282390.4273534,386150743.65434486,742.0,6030.0,3386.0
ORG_US_3285,IT Services,Payment Processing,Ethical Sourcing,34379727.12236313,389122749.40962267,211751238.2659929,413.0,4853.0,2633.0
ORG_US_3286,Real Estate,Payment Processing,Ethical Sourcing,15432804.603126425,451339917.1996107,233386360.90136856,629.0,5024.0,2826.5
ORG_US_3287,Real Estate,Business Loans,Ethical Sourcing,39024254.1872145,167744254.53843638,103384254.36282544,209.0,9288.0,4748.5
ORG_US_3288,Real Estate,Supply Chain Financing,Ethical Sourcing,50116447.71605616,564179236.3793191,307147842.0476876,507.0,1767.0,1137.0
ORG_US_3289,Real Estate,Supply Chain Financing,Digital Payments,12370750.030200979,981514815.3549399,496942782.69257045,446.0,6133.0,3289.5
ORG_US_3290,Healthcare,Payment Processing,Digital Payments,85546736.00684589,142680254.62132534,114113495.31408562,696.0,3893.0,2294.5
ORG_US_3291,Retail,Supply Chain Financing,Digital Payments,96594563.91433549,364158150.6877308,230376357.30103314,556.0,5484.0,3020.0
ORG_US_3292,Healthcare,Business Loans,Cloud Services,70948180.02019481,429495483.09341466,250221831.55680475,110.0,8764.0,4437.0
ORG_US_3293,Healthcare,Payment Processing,Cloud Services,29823430.388439313,307080346.980321,168451888.68438014,867.0,6199.0,3533.0
ORG_US_3294,Finance,Payment Processing,Ethical Sourcing,75147845.42478397,872082486.134453,473615165.7796185,478.0,8784.0,4631.0
ORG_US_3295,Finance,Payment Processing,Cloud Services,71811018.49350657,328542680.19860226,200176849.3460544,420.0,2822.0,1621.0
ORG_US_3296,Real Estate,Business Loans,Ethical Sourcing,58605575.26012018,343604645.03279424,201105110.1464572,112.0,3185.0,1648.5
ORG_US_3297,Healthcare,Payment Processing,Ethical Sourcing,83235568.7050143,576529972.9043814,329882770.8046979,81.0,5709.0,2895.0
ORG_US_3298,Finance,Business Loans,Ethical Sourcing,20488291.146666784,729741618.1203436,375114954.63350517,877.0,3087.0,1982.0
ORG_US_3299,Healthcare,Supply Chain Financing,Digital Payments,65340305.72988449,272336069.850747,168838187.79031575,314.0,2722.0,1518.0
ORG_US_3300,Healthcare,Business Loans,Ethical Sourcing,2949118.2202125266,975440520.0027412,489194819.1114769,400.0,7932.0,4166.0
ORG_US_3301,Retail,Business Loans,Cloud Services,33225163.08552751,826125551.6519285,429675357.36872804,712.0,2998.0,1855.0
ORG_US_3302,Finance,Payment Processing,Digital Payments,59758115.39142203,351093054.69290686,205425585.04216444,238.0,6873.0,3555.5
ORG_US_3303,IT Services,Supply Chain Financing,Cloud Services,61953049.284905575,237378407.5176663,149665728.40128595,300.0,3368.0,1834.0
ORG_US_3304,IT Services,Supply Chain Financing,Digital Payments,25315754.020357057,954424820.8136425,489870287.41699976,352.0,6815.0,3583.5
ORG_US_3305,IT Services,Supply Chain Financing,Cloud Services,61510544.41928965,104711440.99995624,83110992.70962295,92.0,5582.0,2837.0
ORG_US_3306,IT Services,Payment Processing,Digital Payments,43159916.83297045,929706831.8402965,486433374.3366335,357.0,3468.0,1912.5
ORG_US_3307,IT Services,Supply Chain Financing,Digital Payments,62484684.936855845,520398979.1295968,291441832.0332263,628.0,4463.0,2545.5
ORG_US_3308,Healthcare,Payment Processing,Digital Payments,78339739.40273361,279717372.2743006,179028555.8385171,548.0,5741.0,3144.5
ORG_US_3309,Retail,Payment Processing,Digital Payments,94752270.6510786,178217175.87859303,136484723.2648358,517.0,9903.0,5210.0
ORG_US_3310,Healthcare,Supply Chain Financing,Cloud Services,22752433.516298596,959666428.3288093,491209430.92255396,178.0,7597.0,3887.5
ORG_US_3311,Healthcare,Business Loans,Digital Payments,62566506.85472397,484958082.2924917,273762294.5736078,419.0,2993.0,1706.0
ORG_US_3312,Retail,Business Loans,Digital Payments,88396952.75108354,878990103.9123689,483693528.3317262,55.0,6134.0,3094.5
ORG_US_3313,Retail,Payment Processing,Digital Payments,69185803.57488438,205392555.11767933,137289179.34628186,780.0,6875.0,3827.5
ORG_US_3314,Finance,Supply Chain Financing,Ethical Sourcing,4354317.586742273,487199930.56982195,245777124.07828212,745.0,7084.0,3914.5
ORG_US_3315,Real Estate,Payment Processing,Cloud Services,65843254.86661528,493871277.2908261,279857266.0787207,283.0,8082.0,4182.5
ORG_US_3316,IT Services,Business Loans,Cloud Services,65281188.613462895,125008439.72945651,95144814.1714597,711.0,5696.0,3203.5
ORG_US_3317,Finance,Business Loans,Cloud Services,52865204.997526206,631122950.3798139,341994077.68867004,689.0,2283.0,1486.0
ORG_US_3318,Retail,Supply Chain Financing,Digital Payments,26022205.352856196,296620156.56779176,161321180.960324,817.0,8131.0,4474.0
ORG_US_3319,IT Services,Supply Chain Financing,Cloud Services,57758580.114375256,243223471.00096995,150491025.5576726,97.0,7305.0,3701.0
ORG_US_3320,Real Estate,Supply Chain Financing,Digital Payments,83665112.94707093,348342545.68572325,216003829.31639707,248.0,3517.0,1882.5
ORG_US_3321,Real Estate,Supply Chain Financing,Ethical Sourcing,65257254.099682204,451705019.2682455,258481136.68396387,180.0,5474.0,2827.0
ORG_US_3322,Finance,Supply Chain Financing,Cloud Services,56983517.57505892,356705296.37598765,206844406.9755233,815.0,2334.0,1574.5
ORG_US_3323,Finance,Payment Processing,Digital Payments,98337214.69311735,698700305.7688779,398518760.2309976,653.0,4905.0,2779.0
ORG_US_3324,Retail,Payment Processing,Cloud Services,25883749.884389948,794519147.7402314,410201448.8123107,820.0,8458.0,4639.0
ORG_US_3325,Healthcare,Payment Processing,Ethical Sourcing,37798548.09191658,583402030.4633367,310600289.27762663,123.0,3328.0,1725.5
ORG_US_3326,Retail,Payment Processing,Digital Payments,26869571.77702988,757956990.179445,392413280.97823745,871.0,8816.0,4843.5
ORG_US_3327,Healthcare,Payment Processing,Cloud Services,87256738.02390437,628248996.4378301,357752867.2308672,884.0,9252.0,5068.0
ORG_US_3328,Healthcare,Supply Chain Financing,Digital Payments,67454777.5851318,445797554.4592232,256626166.02217752,575.0,2325.0,1450.0
ORG_US_3329,Retail,Payment Processing,Digital Payments,78177565.01118886,238983998.5627607,158580781.7869748,309.0,3812.0,2060.5
ORG_US_3330,Real Estate,Supply Chain Financing,Cloud Services,96461762.83995536,338568216.28267133,217514989.56131333,666.0,3258.0,1962.0
ORG_US_3331,Real Estate,Supply Chain Financing,Cloud Services,95798576.99700217,521317448.120028,308558012.5585151,527.0,4868.0,2697.5
ORG_US_3332,Healthcare,Supply Chain Financing,Cloud Services,57198633.044170566,939464632.1446322,498331632.5944014,925.0,5166.0,3045.5
ORG_US_3333,IT Services,Payment Processing,Cloud Services,10367356.06369116,362115119.8351127,186241237.94940192,822.0,6133.0,3477.5
ORG_US_3334,Retail,Payment Processing,Digital Payments,60929226.86868991,331229927.89968014,196079577.38418502,740.0,6940.0,3840.0
ORG_US_3335,Real Estate,Business Loans,Cloud Services,72923765.13441426,605801246.2001154,339362505.6672648,209.0,9138.0,4673.5
ORG_US_3336,Real Estate,Supply Chain Financing,Ethical Sourcing,68396126.86433356,988916213.8179098,528656170.3411217,929.0,2821.0,1875.0
ORG_US_3337,IT Services,Supply Chain Financing,Digital Payments,71854465.71973269,412631441.48469734,242242953.60221502,598.0,4999.0,2798.5
ORG_US_3338,IT Services,Supply Chain Financing,Cloud Services,24351735.15709264,266797975.8166303,145574855.48686147,480.0,3399.0,1939.5
ORG_US_3339,Retail,Payment Processing,Cloud Services,68897372.76727378,632732186.2724655,350814779.5198696,784.0,1345.0,1064.5
ORG_US_3340,IT Services,Business Loans,Digital Payments,10414836.813318234,409159321.6500964,209787079.23170733,389.0,6654.0,3521.5
ORG_US_3341,Retail,Supply Chain Financing,Cloud Services,27936253.650780786,965262779.4204234,496599516.5356021,173.0,9039.0,4606.0
ORG_US_3342,Healthcare,Payment Processing,Ethical Sourcing,44324215.811505884,268406019.06633905,156365117.43892246,363.0,9045.0,4704.0
ORG_US_3343,IT Services,Payment Processing,Digital Payments,44090888.5164051,566182223.1972725,305136555.8568388,115.0,1990.0,1052.5
ORG_US_3344,Finance,Business Loans,Ethical Sourcing,70335017.14706565,379170289.3455722,224752653.2463189,709.0,9076.0,4892.5
ORG_US_3345,Healthcare,Business Loans,Digital Payments,79390634.95367658,696954367.0561609,388172501.00491875,61.0,8390.0,4225.5
ORG_US_3346,Finance,Supply Chain Financing,Ethical Sourcing,97167125.34218834,912770229.1496499,504968677.2459191,129.0,3399.0,1764.0
ORG_US_3347,Real Estate,Payment Processing,Digital Payments,19232554.40047763,659177271.5333495,339204912.9669136,885.0,2576.0,1730.5
ORG_US_3348,Healthcare,Payment Processing,Digital Payments,92128436.6881397,491947472.23966575,292037954.4639027,156.0,1948.0,1052.0
ORG_US_3349,Real Estate,Payment Processing,Cloud Services,83597520.98690487,302557873.6622114,193077697.32455814,164.0,2528.0,1346.0
ORG_US_3350,Retail,Business Loans,Digital Payments,6384029.872457009,701738904.4171605,354061467.14480877,615.0,5250.0,2932.5
ORG_US_3351,Real Estate,Business Loans,Cloud Services,21576377.676306218,180637715.51627374,101107046.59628998,224.0,8470.0,4347.0
ORG_US_3352,Retail,Supply Chain Financing,Cloud Services,32105063.24109283,658987221.4365814,345546142.3388371,437.0,7777.0,4107.0
ORG_US_3353,Healthcare,Supply Chain Financing,Ethical Sourcing,33240653.551736876,837256358.917315,435248506.2345259,687.0,5055.0,2871.0
ORG_US_3354,Finance,Payment Processing,Ethical Sourcing,57464318.71197966,324099379.2636899,190781848.98783475,839.0,4091.0,2465.0
ORG_US_3355,Finance,Payment Processing,Ethical Sourcing,66613497.71055117,612141284.9219004,339377391.31622577,302.0,6025.0,3163.5
ORG_US_3356,Retail,Payment Processing,Digital Payments,32893381.818321757,800842335.1671394,416867858.49273056,105.0,8883.0,4494.0
ORG_US_3357,IT Services,Business Loans,Digital Payments,98665534.38171868,396944874.3926506,247805204.38718465,398.0,5120.0,2759.0
ORG_US_3358,IT Services,Supply Chain Financing,Cloud Services,21569993.45442114,980560551.015605,501065272.23501307,646.0,4727.0,2686.5
ORG_US_3359,Finance,Business Loans,Digital Payments,73634345.52289405,970103388.9326102,521868867.2277521,827.0,7093.0,3960.0
ORG_US_3360,IT Services,Payment Processing,Digital Payments,33378553.432119355,132854652.5890642,83116603.01059178,78.0,9127.0,4602.5
ORG_US_3361,IT Services,Supply Chain Financing,Ethical Sourcing,99849408.25389095,847947121.719496,473898264.9866935,430.0,8413.0,4421.5
ORG_US_3362,IT Services,Business Loans,Digital Payments,79974940.42538993,386468627.8004348,233221784.1129124,538.0,6142.0,3340.0
ORG_US_3363,IT Services,Supply Chain Financing,Digital Payments,31246160.98471517,599999777.4389393,315622969.2118273,108.0,2847.0,1477.5
ORG_US_3364,IT Services,Business Loans,Cloud Services,43246217.97778494,568807926.936774,306027072.4572795,334.0,2484.0,1409.0
ORG_US_3365,Healthcare,Supply Chain Financing,Ethical Sourcing,85957835.9882638,746895847.1874406,416426841.58785224,440.0,9824.0,5132.0
ORG_US_3366,IT Services,Supply Chain Financing,Ethical Sourcing,19598455.940011796,454445986.82894635,237022221.38447908,99.0,6007.0,3053.0
ORG_US_3367,Real Estate,Business Loans,Cloud Services,87852120.12853035,385549563.16175544,236700841.6451429,697.0,9385.0,5041.0
ORG_US_3368,IT Services,Business Loans,Ethical Sourcing,30267813.2250902,324189494.8053301,177228654.01521015,881.0,9553.0,5217.0
ORG_US_3369,Retail,Payment Processing,Digital Payments,99354262.96188986,592114953.9805512,345734608.47122055,935.0,3202.0,2068.5
ORG_US_3370,Real Estate,Supply Chain Financing,Cloud Services,60319630.36286295,571425193.0584991,315872411.710681,967.0,1752.0,1359.5
ORG_US_3371,IT Services,Business Loans,Cloud Services,22333614.28497009,678866312.0688276,350599963.17689884,734.0,7613.0,4173.5
ORG_US_3372,Retail,Payment Processing,Cloud Services,62521236.54101767,591398370.7410679,326959803.64104277,451.0,5330.0,2890.5
ORG_US_3373,IT Services,Payment Processing,Digital Payments,77749596.81382172,242082983.75368038,159916290.28375104,232.0,9573.0,4902.5
ORG_US_3374,Finance,Supply Chain Financing,Ethical Sourcing,79439062.1366843,409564435.3148173,244501748.7257508,264.0,7988.0,4126.0
ORG_US_3375,Healthcare,Business Loans,Digital Payments,92994332.36482145,971638496.8383843,532316414.60160285,281.0,8096.0,4188.5
ORG_US_3376,Retail,Payment Processing,Cloud Services,80999628.09230791,280381602.3300682,180690615.21118805,771.0,3783.0,2277.0
ORG_US_3377,Real Estate,Business Loans,Cloud Services,58795597.159084864,131087147.55148216,94941372.35528351,739.0,6295.0,3517.0
ORG_US_3378,Real Estate,Supply Chain Financing,Digital Payments,65866693.224806994,546349517.343613,306108105.28421,654.0,5004.0,2829.0
ORG_US_3379,IT Services,Business Loans,Digital Payments,28116025.906264666,900645027.6879426,464380526.79710364,256.0,8626.0,4441.0
ORG_US_3380,Finance,Business Loans,Digital Payments,4795523.61607766,704617515.8023467,354706519.7092122,787.0,8198.0,4492.5
ORG_US_3381,Healthcare,Payment Processing,Ethical Sourcing,1351585.3353152126,553031820.345653,277191702.84048414,498.0,3417.0,1957.5
ORG_US_3382,Retail,Payment Processing,Ethical Sourcing,90408446.33755876,607524543.8171422,348966495.0773505,814.0,2181.0,1497.5
ORG_US_3383,Healthcare,Business Loans,Cloud Services,76438753.15532683,647256353.7859855,361847553.47065616,174.0,9063.0,4618.5
ORG_US_3384,Retail,Payment Processing,Cloud Services,49006912.42408474,146746641.67436263,97876777.04922369,446.0,1484.0,965.0
ORG_US_3385,IT Services,Business Loans,Digital Payments,96880257.95851643,499277448.2780021,298078853.11825925,593.0,2365.0,1479.0
ORG_US_3386,Finance,Business Loans,Cloud Services,52799054.42224532,541873117.1533471,297336085.78779626,514.0,9100.0,4807.0
ORG_US_3387,Finance,Supply Chain Financing,Digital Payments,31985069.034206808,697206287.9260514,364595678.4801291,444.0,7616.0,4030.0
ORG_US_3388,Real Estate,Payment Processing,Digital Payments,74770889.45733277,936520063.4280412,505645476.442687,339.0,3165.0,1752.0
ORG_US_3389,Healthcare,Business Loans,Cloud Services,33078635.072679006,822546576.5199193,427812605.79629916,340.0,7777.0,4058.5
ORG_US_3390,IT Services,Payment Processing,Cloud Services,37761085.06094035,995010947.8118099,516386016.43637514,817.0,8482.0,4649.5
ORG_US_3391,Real Estate,Supply Chain Financing,Digital Payments,52132111.70452161,471670264.339432,261901188.0219768,422.0,2079.0,1250.5
ORG_US_3392,Retail,Supply Chain Financing,Digital Payments,72043610.07199152,366924885.6789145,219484247.875453,764.0,3760.0,2262.0
ORG_US_3393,Healthcare,Payment Processing,Digital Payments,29904300.73397802,680974344.4455469,355439322.58976245,255.0,8606.0,4430.5
ORG_US_3394,Healthcare,Payment Processing,Cloud Services,47840045.82262786,665624032.5538825,356732039.1882552,854.0,9442.0,5148.0
ORG_US_3395,Finance,Business Loans,Cloud Services,88844500.76698841,894505426.3623223,491674963.56465536,127.0,8345.0,4236.0
ORG_US_3396,IT Services,Supply Chain Financing,Digital Payments,16820509.30645228,730348662.1884946,373584585.7474734,99.0,7378.0,3738.5
ORG_US_3397,Real Estate,Supply Chain Financing,Digital Payments,88820183.06478715,631333162.3561387,360076672.7104629,174.0,8996.0,4585.0
ORG_US_3398,IT Services,Payment Processing,Digital Payments,79175396.55620947,344727049.6574248,211951223.10681713,565.0,7082.0,3823.5
ORG_US_3399,IT Services,Payment Processing,Cloud Services,90919302.30846107,720167412.1525866,405543357.2305238,405.0,2396.0,1400.5
ORG_US_3400,Finance,Supply Chain Financing,Ethical Sourcing,76391888.30740494,148330807.9344864,112361348.12094566,388.0,6542.0,3465.0
ORG_US_3401,IT Services,Supply Chain Financing,Digital Payments,97268696.43527538,422727831.4298789,259998263.93257713,83.0,8159.0,4121.0
ORG_US_3402,Healthcare,Supply Chain Financing,Cloud Services,74133035.51523334,359887154.60071456,217010095.05797395,542.0,1607.0,1074.5
ORG_US_3403,Real Estate,Business Loans,Digital Payments,24975645.91405713,107751020.54512502,66363333.22959108,379.0,8202.0,4290.5
ORG_US_3404,Finance,Supply Chain Financing,Ethical Sourcing,89629480.92678867,163513793.22101578,126571637.07390222,214.0,7405.0,3809.5
ORG_US_3405,Real Estate,Business Loans,Digital Payments,9738900.656492755,914126713.4303426,461932807.04341763,50.0,2428.0,1239.0
ORG_US_3406,Finance,Payment Processing,Ethical Sourcing,57137387.23014846,772043050.5047032,414590218.8674258,666.0,3104.0,1885.0
ORG_US_3407,IT Services,Business Loans,Cloud Services,18278727.78027663,752188403.9196231,385233565.8499499,955.0,5725.0,3340.0
ORG_US_3408,Real Estate,Supply Chain Financing,Digital Payments,31607670.75407539,450349397.80544424,240978534.27975982,599.0,9403.0,5001.0
ORG_US_3409,Real Estate,Payment Processing,Ethical Sourcing,90379548.23631383,774463373.6251637,432421460.93073875,584.0,3353.0,1968.5
ORG_US_3410,Finance,Supply Chain Financing,Cloud Services,99124012.46319233,166475415.46208346,132799713.9626379,808.0,8974.0,4891.0
ORG_US_3411,Finance,Payment Processing,Cloud Services,39101977.099389754,959341388.5638279,499221682.83160883,374.0,4835.0,2604.5
ORG_US_3412,Healthcare,Supply Chain Financing,Cloud Services,16147182.180652892,656296451.9493783,336221817.06501555,130.0,4760.0,2445.0
ORG_US_3413,IT Services,Supply Chain Financing,Digital Payments,45229103.10709809,473032630.8249073,259130866.9660027,633.0,4932.0,2782.5
ORG_US_3414,Real Estate,Payment Processing,Cloud Services,73867009.62933041,203562915.02103645,138714962.32518342,842.0,1601.0,1221.5
ORG_US_3415,Real Estate,Supply Chain Financing,Ethical Sourcing,41028126.52325941,618720802.7776251,329874464.65044224,766.0,5134.0,2950.0
ORG_US_3416,Finance,Supply Chain Financing,Ethical Sourcing,71071086.78804961,254938615.66658676,163004851.22731817,366.0,4217.0,2291.5
ORG_US_3417,IT Services,Business Loans,Ethical Sourcing,48514208.71138283,657296828.1713006,352905518.44134176,301.0,6226.0,3263.5
ORG_US_3418,Real Estate,Payment Processing,Cloud Services,6327665.787168634,683044122.3704766,344685894.0788226,897.0,3060.0,1978.5
ORG_US_3419,Finance,Payment Processing,Ethical Sourcing,21810948.436075248,369360379.0255568,195585663.73081604,841.0,3060.0,1950.5
ORG_US_3420,Healthcare,Payment Processing,Cloud Services,97524075.08417629,170691441.91906053,134107758.50161842,893.0,1365.0,1129.0
ORG_US_3421,Real Estate,Supply Chain Financing,Cloud Services,73629507.02853699,933784218.221807,503706862.625172,782.0,1223.0,1002.5
